2019-12-27 00:00:00 Launching analysis for 1401383834 with LEAN Engine v2.5.0.0
2021-05-12 16:00:00 2021-05-12 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-05-12 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-05-13 16:00:00 2021-05-13 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-05-13 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-05-14 16:00:00 2021-05-14 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-05-14 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-05-17 16:00:00 2021-05-17 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-05-17 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-05-18 16:00:00 2021-05-18 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-05-18 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-05-19 16:00:00 2021-05-19 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-05-19 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-05-20 16:00:00 2021-05-20 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-05-20 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-05-21 16:00:00 2021-05-21 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-05-21 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-05-24 16:00:00 2021-05-24 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-05-24 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-05-25 16:00:00 2021-05-25 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-05-25 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-05-26 16:00:00 2021-05-26 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-05-26 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-05-27 16:00:00 2021-05-27 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-05-27 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-05-28 16:00:00 2021-05-28 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-05-28 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-06-01 16:00:00 2021-06-01 10:00:00 >> Monthly rebalancing to target allocations
2021-06-01 16:00:00 2021-06-01 10:00:00 >> Skipping MSFT: No data available.
2021-06-01 16:00:00 2021-06-01 10:00:00 >> Skipping XOM: No data available.
2021-06-01 16:00:00 2021-06-01 10:00:00 >> Skipping GOLD: No data available.
2021-06-01 16:00:00 2021-06-01 10:00:00 >> Skipping NEE: No data available.
2021-06-01 16:00:00 2021-06-01 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-06-01 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-06-02 16:00:00 2021-06-02 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-06-02 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-06-03 16:00:00 2021-06-03 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-06-03 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-06-04 16:00:00 2021-06-04 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-06-04 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-06-07 16:00:00 2021-06-07 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-06-07 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-06-08 16:00:00 2021-06-08 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-06-08 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-06-09 16:00:00 2021-06-09 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-06-09 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-06-10 16:00:00 2021-06-10 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-06-10 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-06-11 16:00:00 2021-06-11 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-06-11 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-06-14 16:00:00 2021-06-14 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-06-14 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-06-15 16:00:00 2021-06-15 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-06-15 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-06-16 16:00:00 2021-06-16 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-06-16 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-06-17 16:00:00 2021-06-17 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-06-17 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-06-18 16:00:00 2021-06-18 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-06-18 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-06-21 16:00:00 2021-06-21 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-06-21 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-06-22 16:00:00 2021-06-22 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-06-22 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-06-23 16:00:00 2021-06-23 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-06-23 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-06-24 16:00:00 2021-06-24 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-06-24 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-06-25 16:00:00 2021-06-25 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-06-25 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-06-28 16:00:00 2021-06-28 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-06-28 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-06-29 16:00:00 2021-06-29 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-06-29 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-06-30 16:00:00 2021-06-30 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-06-30 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-07-01 16:00:00 2021-07-01 10:00:00 >> Monthly rebalancing to target allocations
2021-07-01 16:00:00 2021-07-01 10:00:00 >> Skipping MSFT: No data available.
2021-07-01 16:00:00 2021-07-01 10:00:00 >> Skipping XOM: No data available.
2021-07-01 16:00:00 2021-07-01 10:00:00 >> Skipping GOLD: No data available.
2021-07-01 16:00:00 2021-07-01 10:00:00 >> Skipping NEE: No data available.
2021-07-01 16:00:00 2021-07-01 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-07-01 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-07-02 16:00:00 2021-07-02 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-07-02 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-07-06 16:00:00 2021-07-06 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-07-06 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-07-07 16:00:00 2021-07-07 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-07-07 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-07-08 16:00:00 2021-07-08 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-07-08 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-07-09 16:00:00 2021-07-09 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-07-09 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-07-12 16:00:00 2021-07-12 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-07-12 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-07-13 16:00:00 2021-07-13 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-07-13 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-07-14 16:00:00 2021-07-14 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-07-14 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-07-15 16:00:00 2021-07-15 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-07-15 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-07-16 16:00:00 2021-07-16 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-07-16 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-07-19 16:00:00 2021-07-19 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-07-19 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-07-20 16:00:00 2021-07-20 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-07-20 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-07-21 16:00:00 2021-07-21 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-07-21 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-07-22 16:00:00 2021-07-22 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-07-22 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-07-23 16:00:00 2021-07-23 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-07-23 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-07-26 16:00:00 2021-07-26 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-07-26 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-07-27 16:00:00 2021-07-27 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-07-27 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-07-28 16:00:00 2021-07-28 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-07-28 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-07-29 16:00:00 2021-07-29 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-07-29 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-07-30 16:00:00 2021-07-30 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-07-30 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-08-02 16:00:00 2021-08-02 10:00:00 >> Monthly rebalancing to target allocations
2021-08-02 16:00:00 2021-08-02 10:00:00 >> Skipping MSFT: No data available.
2021-08-02 16:00:00 2021-08-02 10:00:00 >> Skipping XOM: No data available.
2021-08-02 16:00:00 2021-08-02 10:00:00 >> Skipping GOLD: No data available.
2021-08-02 16:00:00 2021-08-02 10:00:00 >> Skipping NEE: No data available.
2021-08-02 16:00:00 2021-08-02 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-08-02 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-08-03 16:00:00 2021-08-03 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-08-03 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-08-04 16:00:00 2021-08-04 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-08-04 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-08-05 16:00:00 2021-08-05 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-08-05 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-08-06 16:00:00 2021-08-06 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-08-06 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-08-09 16:00:00 2021-08-09 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-08-09 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-08-10 16:00:00 2021-08-10 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-08-10 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-08-11 16:00:00 2021-08-11 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-08-11 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-08-12 16:00:00 2021-08-12 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-08-12 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-08-13 16:00:00 2021-08-13 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-08-13 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-08-16 16:00:00 2021-08-16 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-08-16 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-08-17 16:00:00 2021-08-17 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-08-17 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-08-18 16:00:00 2021-08-18 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-08-18 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-08-19 16:00:00 2021-08-19 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-08-19 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-08-20 16:00:00 2021-08-20 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-08-20 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-08-23 16:00:00 2021-08-23 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-08-23 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-08-24 16:00:00 2021-08-24 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-08-24 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-08-25 16:00:00 2021-08-25 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-08-25 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-08-26 16:00:00 2021-08-26 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-08-26 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-08-27 16:00:00 2021-08-27 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-08-27 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-08-30 16:00:00 2021-08-30 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-08-30 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-08-31 16:00:00 2021-08-31 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-08-31 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-09-01 16:00:00 2021-09-01 10:00:00 >> Monthly rebalancing to target allocations
2021-09-01 16:00:00 2021-09-01 10:00:00 >> Skipping MSFT: No data available.
2021-09-01 16:00:00 2021-09-01 10:00:00 >> Skipping XOM: No data available.
2021-09-01 16:00:00 2021-09-01 10:00:00 >> Skipping GOLD: No data available.
2021-09-01 16:00:00 2021-09-01 10:00:00 >> Skipping NEE: No data available.
2021-09-01 16:00:00 2021-09-01 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-09-01 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-09-02 16:00:00 2021-09-02 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-09-02 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-09-03 16:00:00 2021-09-03 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-09-03 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-09-07 16:00:00 2021-09-07 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-09-07 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-09-08 16:00:00 2021-09-08 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-09-08 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-09-09 16:00:00 2021-09-09 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-09-09 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-09-10 16:00:00 2021-09-10 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-09-10 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-09-13 16:00:00 2021-09-13 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-09-13 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-09-14 16:00:00 2021-09-14 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-09-14 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-09-15 16:00:00 2021-09-15 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-09-15 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-09-16 16:00:00 2021-09-16 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-09-16 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-09-17 16:00:00 2021-09-17 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-09-17 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-09-20 16:00:00 2021-09-20 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-09-20 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-09-21 16:00:00 2021-09-21 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-09-21 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-09-22 16:00:00 2021-09-22 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-09-22 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-09-23 16:00:00 2021-09-23 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-09-23 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-09-24 16:00:00 2021-09-24 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-09-24 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-09-27 16:00:00 2021-09-27 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-09-27 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-09-28 16:00:00 2021-09-28 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-09-28 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-09-29 16:00:00 2021-09-29 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-09-29 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-09-30 16:00:00 2021-09-30 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-09-30 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-10-01 16:00:00 2021-10-01 10:00:00 >> Monthly rebalancing to target allocations
2021-10-01 16:00:00 2021-10-01 10:00:00 >> Skipping MSFT: No data available.
2021-10-01 16:00:00 2021-10-01 10:00:00 >> Skipping XOM: No data available.
2021-10-01 16:00:00 2021-10-01 10:00:00 >> Skipping GOLD: No data available.
2021-10-01 16:00:00 2021-10-01 10:00:00 >> Skipping NEE: No data available.
2021-10-01 16:00:00 2021-10-01 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-10-01 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-10-04 16:00:00 2021-10-04 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-10-04 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-10-05 16:00:00 2021-10-05 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-10-05 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-10-06 16:00:00 2021-10-06 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-10-06 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-10-07 16:00:00 2021-10-07 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-10-07 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-10-08 16:00:00 2021-10-08 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-10-08 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-10-11 16:00:00 2021-10-11 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-10-11 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-10-12 16:00:00 2021-10-12 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-10-12 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-10-13 16:00:00 2021-10-13 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-10-13 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-10-14 16:00:00 2021-10-14 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-10-14 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-10-15 16:00:00 2021-10-15 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-10-15 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-10-18 16:00:00 2021-10-18 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-10-18 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2021-10-19 16:00:00 2021-10-19 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2021-10-19 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
